tweet_id	tweet_text
1499	Can we start the great American colonic in California? More specifically Los Angeles.
1500	Texas Wins The Battle   The Longhorns take down Baylor to advance to the 2025 ITA Division I Women's National Team Indoor Championship!  #WeAreCollegeTennis | #ITAKickoff
1501	 “Unfortunately, instead of staying focused on relief, rebuilding and mitigation, some in the Legislature are attempting to use wildfire victims to make a political statement.”
1502	The Lone Cypress Tree Seascape Pebble Beach CA Travel Giclée Art Print 8.5X11 #Sunrise #California #Beach #Art #Prints  https://ebay.com/itm/315420983138…
1503	Oh, bless her heart, Lauren Boebert seems to think Donald Trump turned into Poseidon himself, waving a magic wand to unleash reservoir water and douse the California wildfires. Too bad reality doesn’t match her fairy tale—experts and firefighters alike have pointed out that the
1504	My Friends &Fellow Americans Florida Man Arrested Near Mar-a-Lago for Online Trump Threats|Shannon Depararra Atkins violated &was caught Federal Law:18 U.S.Code sect 871-Threats against President and successors to the Presidency.Fine-Jail or Both
1505	As of Feb. 27,  @MarchMadnessWBB  has  @LadyVol_Hoops  as No. 3 seed in NCAA tourney. Last early reveal before actual brackets in March. Link: https://ncaa.com/news/basketball-women/article/2025-02-27/ucla-texas-southern-california-and-notre-dame-earn-top-seeds-second-top-16…
1506	Today is Sunday April 6th, 2025 and I wanna thank every single one of you who voted for Trump   If you like what  @realDonaldTrump  is doing (RP) & reply, let him know, he will see this
1507	 Cincinnati opens at #55 in the first SP+ for the 2025 season 
1508	 Ah, Danny Trejo—Hollywood’s tough guy with a heart of gold—calling out Kim Kardashian and her celebrity peers for exploiting wildfires to push their agendas? Don’t you see, this is the kind of unvarnished truth Hollywood rarely hears. Trejo, a man who’s walked the harder paths
1509	At least 1,100 incarcerated firefighters are battling the Palisades and Eaton fires across Los Angeles, comprising up to 30% of California's wildfire force. 
1510	One home in Pacific Palisades, CA survived the Palisades Fire, but has since split in half from a landslide. #PalisadesFire #California
1511	The fire was contained in less than 48 hours. People are allowed back home. No casualties. No homes burned.   This is what happens when you have COMPETENT LEADERSHIP IN PLACE.   California didn’t even have water in the fire hydrants
1512	Free Tina Peters!
1513	16,000 FOLLOWERS!  Never in a million years did I think I would see this growth from my content creation.  2025 we are going to be hitting BIG!  Massive love to  @CarterPulseEU  for forever supporting me in this process!
1514	The sponsored Eevee stops have changed to 2025 Pokemon Day stops  All unsent Eevee postcards have changed to Pikachu
1515	Nomorebirthdaysurprises
1516	#BTS #Jin Serves Free Meals In Andong City For #SouthKorean #Wildfire Victims
1517	The PGA Tour is moving the location of the 2025 Genesis Invitational at Riviera Country Club in Pacific Palisades, CA, a city decimated by a wildfire.
1518	Gavin Newsom’s recent cozying up to the right is a calculated move to position himself for a 2028 presidential run by appealing to centrists. Don’t be fooled by this rebranding stunt. Hes still the same radical leftist who mismanaged California into chaos, prioritizing a fish
1519	Governor Gavin Newsom has declared a state of emergency as the Pacific Palisades Fire rages out of control. The Los Angeles Fire Department has urgently called on all available personnel and anyone with firefighting experience to join the effort. The fire, still at zero containment, continues to spread rapidly, igniting new flames in its wake. More than 10,000 homes are at risk as the wildfire grows, with the fire spreading at an alarming rate of 3-4 football fields per minute. Locals say they’ve never witnessed anything like it before, as the flames continue to explode and threaten the area.
1520	The #PalisadesFire is already apocalyptic, but its going to get a lot worse tomorrow with 100mph winds in the forecast!
1521	NEWSOM ASKS CONGRESS FOR $40 BILLION IN WILDFIRE AID  California Gov. Newsom is asking Congress for nearly $40 billion to help Los Angeles recover from January’s devastating wildfires, which could be the costliest disaster in U.S. history with losses estimated at $250
1522	“Caitlyn Jenner Calls Out California’s Leadership on Wildfires”
1523	California: A view of the Palisades Fire from a Hotshot who was out on a PT run this afternoon when it broke out. Appreciate him sharing this footage.  #wildfire #cafire   The latest update has the fire at 1,308 ares and growing. Numerous structures have been impacted and
1524	The Corporation for Public Broadcasting is in the news again.
1525	California Gov. Gavin Newsom has asked Congress to approve nearly $40 billion in aid to help the Los Angeles area recover from January's devastating wildfires, which he said could become the costliest natural disaster in U.S. history.
1526	Calif. Gov. Newsom asks Congress for around $40B to rebuild LA after wildfire damages ravage region https://trib.al/GXwXeVF
1527	"RICK CARUSO: A LOT COULD'VE BEEN DONE TO SAVE CALIFORNIA  ""Had the brush been cleared, had the reservoirs been full, had the fire trucks been stationed, had there been a whole series of protocols in place.   It could have saved a lot of lives, a lot of houses, a lot of jobs, a"
1528	Solana Price Prediction: Can SOL Hit $1,000 in February 2025 with Rising DeFi Adoption?
1529	The Palisades and Eaton Fires that destroyed thousands of homes are now fully contained, but as residents look to rebuild, they may face a problem — President Trump's immigration crackdown could create a shortage of construction workers.
1530	When the fires in Pacific Palisades broke out on January 8th, heroes from the fire department and national guard emerged quickly. Now, 4 months later, there is still much work to be done, but progress is being made thanks to the Everyday Heroes who have stepped forward to rebuild
1531	No in all seriousness what is with this sudden onset on glazing of the  @HawthornFC  ?   Am I the only one who doesn’t get the hype around this team? 
1532	I saw in another post that they managed to save every house in this neighborhood. And local news is saying people are already being allowed to return home as no structures have been lost.
1533	Lawsuit Filed Against University of California Looks to End Race-Based Admissions
1534	Not my normal morning post, it’s not making much news if yall could keep the people impacted by the South Carolina (and North Carolina) fires in your prayers, 8,000+ acres burned. For the first time in state history a VLAT plane has been deployed. 500+ firefighters and resources
1535	DISTURBING REPORT: Just four building permits have been approved for Palisades Residents in the LA area.  This comes over 80 days after the catastrophic fires ravaged the homes of unsuspecting Americans.
1536	L.A.’s financial problems exploded into a full-blown crisis on Wednesday, with the city’s top budget official announcing that next year’s shortfall is now just shy of $1 billion, making layoffs “nearly inevitable.”  https://latimes.com/california/story/2025-03-19/los-angeles-city-budget-shortfall-gets-much-worse?utm_medium=social&utm_source=twitter_latimes…
1537	President Trump and Rep. Brad Sherman clash over wildfire relief and California’s insurance crisis during a tense Pacific Palisades press conference
1538	"SHOCK: Disgraced radical L.A. Mayor Karen Bass has decided that fire-ravaged Pacific Palisades will be built by an ""outside consultant."""
1539	Firefighters respond as the Pacific Palisades are overtaken by the Palisades Fire. Listed are some of the ways anyone can assist those impacted: https://supportlafd.kindful.com/?campaign=1040812… https://calfund.org/funds/wildfire-recovery-fund/… https://directrelief.org/2025/01/as-southern-california-fires-rage-medical-aid-en-route/…
1540	Today, I signed an executive order prohibiting greedy land developers from ripping off LA wildfire victims with unsolicited, undervalued offers to buy their destroyed property.  Make no mistake — this is a prosecutable crime.
1541	Ribuan warga Los Angeles diperintahkan mengungsi setelah banjir bandang dan tanah longsor.   Kawasan Hollywood Hills, Pacific Palisades dan Altadena, Los Angeles 
1542	Is California at risk of a new insurance bailout amid increased wildfire danger?
1543	"We are currently tracking  #MillerFire in 
@CALFIREBDU
, which is 1/2 an acre with a slow rate of spread; crews are working to lay a hose line around the fire."
1544	Some things I'm excited about as a Cardinals fan heading into 2025:  • Full season of Andre Pallante in the rotation • SP prospects getting an opportunity in MLB • Walker/Gorman/Herrera playing consistently • 2025 Draft (5th overall pick) • Developments of Yairo Padilla
1545	In Humboldt Redwoods State Park, California, the largest remaining patch of old-growth redwood forest stands tall.
1546	hypothetically… if they have a tour in the second quarter of 2025 (april-june) then they could start in the states before/after sm town LA in may (if they’re going)??? or if they meant the second half of 2025 then that leaves room for a comeback & then a summer tour after ??
1547	El COEM de #ElBolsón ordenó la evacuación de las siguientes áreas ante el recrudecimiento del #incendio por cambio del viento. Las Perlas del Azul, el Camping Los Alerces, Cascada Escondida, Loma del Medio, Doña Rosa Camping del Río Azul hasta Paralelo. 
1548	"L.A. Mayor Karen Bass says she ""wasn't aware of warnings"" before leaving for Ghana .   Timeline: Jan. 3: National Weather Service puts out a fire weather warning  Jan. 4: Mayor Bass leaves for Ghana  Jan. 6: ""Particularly Dangerous Situation"" warning issued  Jan. 7: Palisades"
1549	We split the day, as the Minutewomen come out on top, 159-141, at Fairfield!  The event was the first short course meter event the program has participated in since the 2019 season.    https://tinyurl.com/3vkvyscm  #Flagship
1550	I know of no one more toxic than Gavin Newsom, just look at what he has done to California.  He can squirm and charm all he wants but answering like a Republican in a podcast doesn’t wash away all the damage he has done as a DemonCrat in California!
1551	"Let me save billions, 
@SenAlexPadilla
: Kill state laws that have made California forests unnaturally dense and you'll reduce wildfire disasters. You're welcome.

""Sen. Alex Padilla to propose a national Wildfire Intelligence Center"" https://dailynews.com/2025/02/06/sen-alex-padilla-to-propose-a-national-wildfire-intelligence-center/ via 
@ladailynews"
1552	 Without Any Consultation With Residents, L.A. Mayor Karen Bass Announces Pacific Palisades to Be Rebuilt by ‘Outside Consultant’  Karen Bass has decided that fire-ravaged Pacific Palisades will be built by an “outside consultant.”  The decision was made without any
1553	 #BREAKING: Multiple MASSIVE brush fires have engulfed Long Island, NY near the Hamptons  More and more major roads are being closed while firefighters fight the blazes.  This is terrifying.
1554	According to data from Maryland’s Department of Labor, from when Gov. Wes Moore took office in January 2023 to now, he’s added more than 5,000 new state employees
1555	Are there any myths or legends in your world?  - Admin E  #FebruaryFables #writingq #amwriting
1556	This fire burned down 0 homes.   The Palisades fire burned down 5,419.   You are definitely doing it wrong.
1557	We've got to pump the brakes on these Clean Truck rules. HB3119 simply delays these rules 2 years. Time to act. Check the post below for link to tell legislators you support HB3119, delaying California's CARB Advanced Clean Truck Rules here in Oregon.
1558	Talking to a retired woman at “Tesla Takedown Day” in Santa Monica, California who says most of the people here are retired. She says she loves Dr. Fauci, refuses to thank Elon Musk for giving Ukraine access to Starlink (despite holding a Ukraine sign), and has had 5 COVID
1559	MSE CREATIVE CONSULTING BLOG: Two Dangerous Tornado Days! -- Updated 7pm https://mikesmithenterprisesblog.com/2025/03/two-dangerous-tornado-days.html?spref=tw…
1560	This was heartbreaking. A man came to the official staging area bawling. He was at work and left his dogs at his Palisades home. Police wouldn’t let him through. He rented a bike to try and get there. He was begging the officer to go get them
1561	LWX cancels Winter Weather Advisory for Garrett [MD] https://mesonet.agron.iastate.edu/vtec/f/2025-O-CAN-KLWX-WW-Y-0012_2025-02-15T23:58Z…
1562	Treasury tells Congress that DOGE has ‘Read Only’ access to payment systems
1563	The Table Rock Fire is encroaching on severely damaged forests from Helene.  It remains to be seen how much of an impact this will have on fire behavior. The large timber on the ground may be dry enough to burn, and if so, that could support additional rapid growth.
1564	The Evacuation: Watch how the harrowing evacuation of the Pacific Palisades unfolded ⁦@latimes⁩  https://latimes.com/9ysu-m0m1jk-123
1565	California Democrats continue to neglect 94% of its base for the 6% who have the same rights as everyone else. Should mentally ill people have more rights than the rest of society?
1566	Boy Group Member Individual Brand Reputation Ranking (March 2025)  17. #DOYOUNG #도영 (+4)  Highest ranked member in NCT & only member in Top 20 
1567	Never got to do this with my father so I’m blessed to be able to do it with my son aka my big homie 
1568	"Narrating a 
@BBCPanorama
 programme about the LA Wildfires, out next week.

Looking at the causes and what happens next. 

#LAWildfires #BBCPanorama"
1569	I love California, and I can’t imagine living anywhere else.  I simply hate the government.
1570	".
@kbhome
’s Dixon Trail community in Escondido is leading the way in wildfire resilience. Inspired by insights from 
@PCBC_TheShow
, this innovative development is designed to keep homes safer in California’s fire-prone areas. Learn more 👇🏾"
1571	Flight attendant fired for posting a twerking video on TikTok while on the job   'What's wrong with a little twerk before work?'
1572	This is awesome!
1573	UPDATE: While the #PalisadesFire continues to engulf the Pacific Palisades in destructive flames, a SECOND wildfire just exploded out of nowhere near Pasadena and Glendale. Given that the current Santa Ana windstorm is expected to generate Hurricane-force wind gusts potentially
1574	WSU forward ND Okafor is providing critical rim protection. He’s also mucking up some spacing. In here, a look at how the Cougs are finding ways to keep him on the floor, which looms large for Thursday’s game against San Diego. https://spokesman.com/stories/2025/jan/15/ahead-of-road-matchup-with-struggling-san-diego-ws/…
1575	I’d say California is on the wrong track, has gone off the rails and is a train wreck, but that would imply we were capable of building rails and track.
1576	Keep pushing!   Harder, and don't let your streams drop at the end of the week!
1577	HAVANARUBY REUNION IN 2025  WE ARE SO FUCKING BACK
1578	#WATCH: LAFD sources tell me a homeless, drug addicted man was starting fires in Woolsey Canyon earlier today.   Good Samaritans held him until LA County deputies arrived and arrested the suspect. The fire was contained after 30 minutes.   Sources tell me had the conditions been
1579	He has already declared the area a disaster and relief and rescue teams are already there (including FEMA)
1580	UPDATE on the #PalisadesFire: Evacuation orders have now been lifted for residents in the areas listed below.  All other road closures and evacuated areas remain in effect.  For real-time information and alerts visit http://Fire.CA.gov
1581	Single people will never forget 2025
1582	 New Photo of  @madisonbeer  attending Vanity Fair & Instagram's Vanities: A Night For Young Hollywood in Los Angeles February 26, 2025 #madisonbeer #VanityFair
1583	Congratulations to Mustang Junior golfer Lyra Whitman. She has been nominated for the Tennessean high school golfer of the year. The winner will be announced on June 4. Great job Lyra!
1584	GREAT AMERICAN FAMILY: Natal Conference 2025 Is The Guardians Worst Nightmare
1585	California: The Palisades Fire is making a push toward the Ocean this evening with downslope winds coming in.   Air tankers have been released for the operational shift, requests for nighttime aviation have gone in. Looking like this will be an all night endeavor.   No major
1586	Powerhouse GBB Teams battle it out in the Regional Semis at Randle HS on Tuesday night, Feb 18th as our own  @K_Searcy_2025  and  @FulshearGBB  take on  @LadyCaneHoops  at 6 pm…followed by our own  @2025Kara  and  @LadyMustangBB  taking on  @HoopsDawson  Yall Pull Up!
1587	Here's where wildfires burning in Southern California stand.    Palisades Fire  - 23,713 acres  - 17% containment    Eaton Fire in San Gabriel Valley  - 14,117 acres  - 35% contained    Auto Fire in Ventura County  - 56 acres  - 0% contained  
1588	Brendan Terry scored a career-high 19 points and Rob Martin added 16 to lead Southeast Missouri to a commanding 72-51 win over Western Illinois Saturday. Story: https://tinyurl.com/2v29xmf4
1589	I swear Black Sherif’s album is best album this year!!! No album can be as fire as IRON BOY 2025!!!
1590	"In the tragic Camp Fire, it took 18 months to restore water & power. It was done this time in 2 months.

Thank you to the tireless 
@LADWP
 workers & personnel from the national, state, & local levels.

We will continue moving forward & rebuilding quickly.
https://latimes.com/california/story/2025-03-06/palisades-water-supply-cleared-for-drinking-after-wildfire"
1591	Great news!  This case needs a fair hearing on the merits so that we can strike down this totally unconstitutional California policy that says school officials can gender transition kids without telling their parents.
1592	"LAKAS NG A'TIN, NILAPAGAN NG DAY 2!   P-pop group SB19 announced on Sunday that they will be adding a second show for their ""Simula at Wakas"" world tour kickoff, which will be held on June 1, 2025, at the Philippine Arena.  Further details on tickets and the show have yet to be"
1593	Swiss Re, led by CEO Andreas Berger, reported $3.2B in net income for 2024, with a 15% ROE, driven by disciplined underwriting and investment performance. However, California wildfire losses (estimated at $700M) could impact Q1 2025.
1594	Please pack this shit up.
1595	[Los Angeles Fire Department] CALL: Traffic Collision D/T: 02/27/2025, 03:58:22 PM ADDR: 2169 N ROSCOMARE RD, LOS ANGELES, CA UNITS: E99 [Dispatched]
1596	LA’S WILDFIRE NIGHTMARE IS FAR FROM OVER  Santa Ana winds are roaring back, hitting speeds up to 70 mph and making life hell for firefighters.   These winds scatter burning embers like deadly confetti, creating new infernos faster than they can be contained.  The Palisades Fire
1597	#lagunafire; Forward progress on the Laguna Fire has been stopped as of approximately 11:30am. The fire has been held to 50 acres. Nearly 200 firefighters remain on scene working to mop up remaining hot spots and work to increase containment. The evacuation order for CSUCI has
1598	para entender la historia de five nights at freddys
1599	What a warm California welcome for Kim Chiu and Paulo Avelino!  READ MORE: https://bit.ly/4l9dBTz
1600	2025 Girls Wrestling State Champions! Congrats to our girls on an incredible year!
1601	"BREAKING:   Despite recent number revealing only 13,000 homes were destroyed in the LA wildfires, ""FEMA received 270,000 applications from purported homeowners."""
1602	A controversial trip to Syria in 2017 produced a possible sighting of Austin Tice, an imprisoned journalist. The Economist has uncovered new details about the case, and how it’s related to Donald Trump’s nominee for director of national intelligence https://econ.st/4am4EB5
1603	SB19 adds DAY 2 for their Simula at Wakas World Tour Kickoff at the Philippine Arena, happening on June 1, 2025!  #SimulaAtWakas #SaWWorldTour #SaWWorldTourKickoff  @SB19Official  @livenationph
1605	"I think my most ""right-wing"" coded opinion is that people would be a lot more mentally well if they were more active.  I understand that that's not possible for everyone, but we really shouldn't let fitness and activity be a ""right wing"" signifier."
1606	#BREAKING: Updated mapping shows the #PalisadesFire has burned 11,800 acres and destroyed approximately 1,000 structures. It is believed to be the most destructive wildfire in Los Angeles history. https://trib.al/z6QZrKm  ( @CAL_FIRE  / AP)
1607	. @MayorOfLA  @KarenBassLA  announces that Pacific Palisades will be fully open to all, not just residents, from Sunday at 8 am. Residents are appalled. We only just won the right to go there. Many haven't yet. And we can't live there so we can't protect our property. #PalisadesFire
1608	BUSTED: Mayor  @KarenBassLA  says she “wasn’t aware” of warnings about the extreme winds that led to the devastating Palisades Fire on January 7...  But she posted those very warnings on her official X account on January 6.  This crisis PR tour is unraveling... FAST
1609	What does life partner mean ... In health and in sickness ...
1610	 LA WILDFIRES FORCE HOLLYWOOD EVACUATIONS    Tom Hanks, Ben Affleck, Reese Witherspoon, and Ben Affleck are among the stars forced to flee as wildfires rage across Los Angeles.    The Pacific Palisades blaze has claimed two lives and displaced thousands, reminding everyone 
1611	Another climate change induced fire right off a California freeway, next to a large homeless encampment that Gavin Newsom would prefer you ignored for the sake of this conversation.
1612	Eheheheh—yes indeed! In fact, two legends (how the castle and Clara's ancestors came to be there and a more recent tragedy and its causes) are essential backstory.  How to include them is a whole different challenge!   (anyone have advice for how to include massive infodumps?)
1613	[full fancam hd 1080]  seventeen tecate pal norte 2025 :  • very nice https://youtu.be/r-uL1mDKiRk?si=4c04KHEi60mRESyP… • super https://youtu.be/AwVVo5KZkko?si=XeK2s4zhHuxGH2On… • march https://youtu.be/FwqHJsIqm4Q?si=YTJfnQZOzZlvAWTv… • headliner https://youtu.be/oaP80n2uAZc?si=I0AbdyWjgjezE6Jw… • god of music https://youtu.be/UUkccN2FOkk?si=phtBxwJ3uEt6DDTg… • hot https://youtu.be/Rexi3ipPKpE?si=spYwRfqfEewCJL4Z… •
1614	https://theguardian.com/us-news/2025/apr/06/signal-group-chat-leak-how-it-happened… If you don't think the Chinese and the Russians have access to Walz' personal cell number and info, you are naive. He should never have been talking official national security business on his damn personal cell phone. PERIOD.
1615	"The California Wildfire Tracking and 
@USAFireTracking
 teams have been preparing for the 2025 season since the historic January WIldfires. We're ready for whatever Mother Nature has to throw at us."
1616	United States Army Private First Class Lars Peder Sundell was killed in action on April 4, 1968 in Quang Tri Province, South Vietnam. Lars was 21 years old and from Belmont, California. A Battery, 33rd Artillery, 108th Artillery Group. Remember Lars today. American Hero.
1617	"Another beloved Hollywood artifact -- the bench from ""Forrest Gump"" -- survived the Palisades fire. ""Certain symbols allow themselves to be seen."""
1618	Massive, multi-car pileup with cars in FLAMES on I-40 between Clines Corners and Santa Rosa right now due to blowing dust. Do NOT travel! Video courtesy of Alex Matthews. #NMwx
1619	Kawasaki’s concept robot CORLEO is a hydrogen-powered, rideable robot with four legs,designed for stable,eco-friendly travel across various terrains. NOTE: The fully functional model will be available after 2025. The video primarily features CGI. :Youtube/Kawasaki Group Channel
1620	Mayor Karen Bass claims she ‘wasn’t aware’ of wildfire warnings, blames Fire Chief amid criticism of Ghana trip while LA burned
1621	#PalisadesFire 🚨EMERGENCY ALERT: Palisades Fire Update DATE: January 11, 2025 TIME: 6:00 AM MANDATORY EVACUATION ORDER An immediate threat to life is present. This is a lawful order to LEAVE NOW. The area is closed to public access.
1622	The original Anawalt Lumber, still family owned, has been at Pico & Sepulveda since 1921, before those streets were paved. The RR tracks are now the E/Expo line. On my 10th birthday, my parents let me pick out 2x4s and planks to build a treehouse, which was kind of a disaster. 
1623	9:31 am - two planes have arrived to drop water on the wildfire. Their water source is the Intracoastal waterway. Two Blackhawks are also inbound.
1624	"#BREAKING: Absolutely MASSIVE tanker planes are now arriving in Western North Carolina after fires doubled in size overnight.   The fires here are now, ""the #1 priority in the United States"" as over 1,000 people have now been evacuated from their homes.   Please, please pray."
1625	Day 26, 27, and now 28 Palisades permit update: Still waiting.  We've permitted ADUs faster than this on non-fire rebuild lots. This is as easy as it gets - flat lot, identical plans the city has already approved elsewhere.  Still stuck on 2 clearances. Bureaucracy at work. x.com/alexisxrivas/s…
1626	The Pacific Palisades home where chef Daniel Shemtob and his wife dreamed of raising a family is now nothing more than a cratered pit of twisted metal and rubble. Gone are the gourmet kitchen, the nursery with the baby giraffe and elephant wallpaper…
1627	Brilliant and chilling video by  @latimes  about the inexcusable state and local government failures in the #PalisadesFire evacuations. Note  @CAgovernor  @GavinNewsom  at 14:14 BLAMED THE RESIDENTS for not leaving. They were trapped due to government incompetence! I don’t have words.
1628	Palisades Fire - 59% contained Eaton Fire - 87% contained.
1629	Cryptic messages during a phone with Los Angeles mayor Karen Bass and an anonymous person. Why all the secrecy? What is she talking about? January 4th, three days before the Pacific Palisades fire broke out.   Something stinks to High Heaven
1631	It will take the city of Los Angeles more than 410 days just to clear the debris and issue all the permits from the palisades fire   Disgraceful  @LACity   @RichardGrenell   @RickCarusoLA   @MayorOfLA   @adamcarolla  
1632	PCH and Topanga Canyon on fire.    California is burning in what is shaping up to be one of the worst fire disasters California has had with the worst yet to come with severely high Santa Ana winds overnight from 10 PM to 5 AM  Populated areas …    #palisadesfire
1633	Closing this week: A Brooklyn bar stocked with Upstate drinks and named for famous CNY hoax
1634	After a great visit I am blessed to receive an offer from The University of Olivet. Thank you  @CoachCrawford12  and coach leuter.
1635	Palisades Fire drove thru a tunnel of fire, for more that a mile along Pacific Coast Highway northbound from roughly Topanga Canyon all the way to Carbon Canyon. Homes  were gutted by fire perhaps between 50 to 100 beachfront homes totally destroyed by the fire.  @knxnews
1636	BREAKING: Another wildfire tears through Los Angeles like a thief in broad daylight—this time targeting Pacific Palisades. Homes are ash, tens of thousands flee, and yet leadership continues to fan the flames of inaction while California burns. How many more warnings does it
1637	Major Incident Update – 1/11 AM #EatonFire * North Pasadena and Altadena  (LA County) * 14,117 acres, 15% contained https://fire.ca.gov/incidents/2025/1/7/eaton-fire…  #PalisadesFire * Pacific Palisades (LA County) * 22,660 acres, 11% contained https://fire.ca.gov/incidents/2025/1/7/palisades-fire…
1638	Esto gracias a que se ejecutó solo el 20% del presupuesto anti incendios y se terminaron prendiendo fuego: 3400 hectáreas y más de 100 viviendas.  Como todo: UNA ESTAFA.
1639	California: The Palisades Fire is now 15,832 acres. The fire has grown into Malibu and the Franklin Fire’s burn scar from last month. It’s flanking the Franklin burn scar, and into the Santa Monica Mountains. #wildfire   Reports that 293,000 people are now under evacuation orders
1640	New Poster : Comcast’s #UniversalPictures presents #WickedForGood - Coming to theatres November 21, 2025 #Comcast
1641	Hitler was good. One of the best humans in history, in fact. I'm genuinely fucking PERPLEXED this has to be said in 2025.
1642	FIRE UPDATE: on wildfires in the City of Los Angeles:  Hurst Fire: 100% containment Kenneth Fire: 100% containment  Sunset Fire 100% containment Palisades Fire: 43% containment  Information on resources and support is available at http://lacity.gov.
1643	Quien le elige los outfits a Caramelo?  #LCDFAllStars #LCDLFAllStar
1644	BREAKING NOW:  @FBILosAngeles  announces they have identified the drone operator who flew a drone during the Palisades Fire and whose drone crashed into the wing of a super scooper fire fighting aircraft. Charges have been filed and the individual has already accepted a plea deal.
1645	As horrifying as this aerial footage is, it doesn't scratch the surface of the damage inflicted here. Large number of smaller buildings completely submerged, likely irrecoverable. Thoughts and prayers with all the victims.
1646	De minimis became law in the U.S. Tariff Act of 1930 as a way to let people skip import fees for small-value shipments.  Here's what a new executive order means about your future shipments from China.
1647	CA WILDFIRE UPDATE: - Two dead, many injured - Tens of thousands of residents forced to evacuate homes - Over 5,000 acres burned in Palisades - Fire in Altadena is at 2,227 acres & remains at 0% containment - Hurst Fire has scorched at least 500 acres
1648	Climate change increased the likelihood of this month’s Los Angeles wildfires by 35%, according to a Jan. 28 study from World Weather Attribution, which examines how human-driven climate change influences extreme weather events. Learn more. #ClimateChange #LAWildfires
1649	Wait wait. So California allows for children 12+ to “change their gender” but can’t ride in the front lmfao this is hilarious   Everyday in California the legislature works on April fools mode
1650	Matt Walsh killed it in California yesterday.   Our government should deal in truth over politeness.  He didn’t miss any words for these contemptible clowns that continue to lie and steal at the expense of women and children.
1651	Gov Hochul declares state of emergency due to brush fires in Suffolk County...It started in Center Moriches This fire is 20 minutes from me...Sunrise Highway closed both ways. People asked to leave their homes.
1652	A deep analysis of the Palisades fire evacuation paints a chaotic scenario: As the fire roared toward homes, major escape routes were gridlocked before the first evacuation orders were given.
1653	Coinbase is California based   Circle is Massachusetts based   USDC is an ‘American crypto   Do with this what you will 
1654	'Hold Me Closer' gained 255,555 streams on Spotify yesterday. (24/1/2025)  Calendar Update:
1655	This isn't a joke - it's actually happening right now.  A massive forest fire is sweeping through Andong, Cheongsong, South Korea and Uiseong, forcing entire towns to evacuate. The fire has reached the Juwangsan National Park, with winds reaching typhoon-level speeds, hindering
1656	Facing an early two-goal deficit on the road, the Chelsea Hornets found determination inside of them to make a comeback and defeat the Springville Tigers.  Story: http://shelbycountyreporter.com/2025/02/27/chelsea-battles-back-from-early-first-half-deficit-to-defeat-springville/…
1657	That's a wrap for the AACSB Deans Conference! If you didn't a chance to check out our simulations or new Career Readiness Reports, shoot us a message. We'd love to help set up your students for success!
1658	Incident Updates (1/12/2025 AM)  #EatonFire * North Pasadena and Altadena  (LA County) * 14,117 acres, 27% contained https://fire.ca.gov/incidents/2025/1/7/eaton-fire…  #PalisadesFire * Pacific Palisades (LA County) * 23,707 acres, 11% contained
1659	Two separate fires. Altadena black working/middle class homes. Small. Can be rebuilt. will take years. Palisades fire. Homeowners have moved to Newport Beach. 300 new children in that school system already. Not coming back.
1660	Plus, multiple fundraisers for wildfire survivors, Smorgasburg reopens on Sunday, and LA’s restaurant community steps up
1661	#UFCAgenda | UPD UFC 24-25 General Assembly 3 Agenda  The UP Diliman University Freshie Council 2024-2025 will be holding its General Assembly 3 on February 17, 2025 at 8:00 PM. The meeting will be livestreamed at the council's Facebook page.  #UFC2425 #SamaSaMasaUFC
1662	Unprecedented catastroph for #LosAngelesFires  :#palisadesFire burning  8000Ha with 5316 structures destroyed, #EatonFire at 5500ha and new #KennethFire  at 323ha. In the #Sentinel3  of Jan.9 the smoke engulfs the coast flying over the ocean. #ClimateEmergency
1663	"“21 Anomalies in the LA Fires”  ""Coincidence or Coordinated? Activist Michelle Melendez, who exposed the Maui ‘land grab,’ is back—this time uncovering eerie anomalies in the LA and Carolina fires… Is BlackRock using new tech to clear prime land for 15-Minute Cities?"""
1664	Pittsburgh Police investigating after officer shoots person in the Hill District
1665	This marks another worthy milestone for the People’s Superstars!  READ MORE: https://bit.ly/4l9dBTz
1666	High Commission of India in Kingston cordially invites Indian Diaspora and friends of India in Jamaica to celebrate the 75th Anniversary of the Republic Day of India:  -Sunday, 26 January 2025 -0830 hrs onwards -India House, 2 East Kings House Road, Kingston - To bring photo-ID
1667	You guys are not going to believe this, but the MRCA (the CA agency in charge of public lands in the Santa Monica Mountains where the Palisades Fire started) met tonight, shut down public comment even though more residents were waiting to speak about brush clearance, and has
1668	"“Simply put,"" the officials said, ""we are quickly heading toward an environmental and life-threatening catastrophe.""  They received no response from Washington, according to three people familiar with the situation."
1669	SHOULD OTHER STATES DO THE SAME?  Governor Gavin Newsom announced today that California will be negotiating its own trade deals with foreign nations, if they make the state exempt from the retaliatory tariffs.  Your thoughts?
1670	I Found this cool video about Hell Let Loose on YouTube: 2025 Hell Let Loose | Competitivo LC vs ODYSSEY | TNL 18 X 18 https://youtube.com/watch?v=RefkJQuBB9g…  #HellLetLoose #WWII #MilSim
1671	 The January 15, 2025 Vitamin D Newsletter highlights the Biden-Harris record:   16.6M jobs created  Historic infrastructure investments  Climate action & lower costs  Small business boom   Read more: https://buff.ly/3C1hSqu]
